NAME,IMAGE-URL
Stufful,https://cdn.bulbagarden.net/upload/thumb/e/e5/759Stufful.png/1200px-759Stufful.png
Tympole,https://img.pokemondb.net/artwork/large/tympole.jpg
Golett,https://cdn.bulbagarden.net/upload/a/ac/622Golett.png
Delibird,https://cdn.bulbagarden.net/upload/thumb/3/3f/225Delibird.png/1200px-225Delibird.png
Snorunt,https://cdn.bulbagarden.net/upload/6/6b/361Snorunt.png
Snover,https://img.pokemondb.net/artwork/large/snover.jpg
Vanillite,https://cdn.bulbagarden.net/upload/thumb/3/3f/582Vanillite.png/1200px-582Vanillite.png
Electrike,https://cdn.bulbagarden.net/upload/thumb/4/47/309Electrike.png/250px-309Electrike.png
Joltik,https://cdn.bulbagarden.net/upload/thumb/f/f8/595Joltik.png/1200px-595Joltik.png
Eevee,https://cdn.bulbagarden.net/upload/thumb/e/e2/133Eevee.png/250px-133Eevee.png
Meowth,https://www.serebii.net/pokemon/art/052-g.png
Pikachu,https://images-na.ssl-images-amazon.com/images/I/61iWqqcq%2BKL._AC_SL1500_.jpg
Pumpkaboo,https://cdn.bulbagarden.net/upload/d/df/710Pumpkaboo.png
Goldeen,https://cdn.bulbagarden.net/upload/7/7b/118Goldeen.png
Cutiefly,https://img.pokemondb.net/artwork/large/cutiefly.jpg
Ferroseed,https://cdn.bulbagarden.net/upload/thumb/2/28/597Ferroseed.png/1200px-597Ferroseed.png
Milcery,https://cdn.bulbagarden.net/upload/0/05/868Milcery.png
Drifloon,https://cdn.bulbagarden.net/upload/e/eb/425Drifloon.png
Farfetch'd,https://www.serebii.net/pokemon/art/083-g.png
Minccino,https://cdn.bulbagarden.net/upload/thumb/e/ec/572Minccino.png/1200px-572Minccino.png
Spritzee,https://cdn.bulbagarden.net/upload/thumb/6/66/682Spritzee.png/1200px-682Spritzee.png
Swirlix,https://img.pokemondb.net/artwork/large/swirlix.jpg
Wobbuffet,https://cdn.bulbagarden.net/upload/thumb/1/17/202Wobbuffet.png/1200px-202Wobbuffet.png
Applin,https://cdn.bulbagarden.net/upload/c/cc/840Applin.png
Dewpider,https://cdn.bulbagarden.net/upload/2/29/751Dewpider.png
Dottler,https://cdn.bulbagarden.net/upload/9/95/825Dottler.png
Espurr,https://cdn.bulbagarden.net/upload/0/09/677Espurr.png
Nincada,https://cdn.bulbagarden.net/upload/9/90/290Nincada.png
Axew,https://cdn.bulbagarden.net/upload/thumb/5/5c/610Axew.png/1200px-610Axew.png
Dugtrio,https://img.pokemondb.net/artwork/large/dugtrio.jpg
Helioptile,https://cdn.bulbagarden.net/upload/thumb/5/51/694Helioptile.png/250px-694Helioptile.png
Maractus,https://cdn.bulbagarden.net/upload/thumb/3/35/556Maractus.png/250px-556Maractus.png
Trapinch,https://cdn.bulbagarden.net/upload/7/76/328Trapinch.png
Yamask,https://www.serebii.net/pokemon/art/562-g.png
Drednaw,https://cdn.bulbagarden.net/upload/thumb/b/be/834Drednaw.png/1200px-834Drednaw.png
Greedent,https://cdn.bulbagarden.net/upload/6/6b/820Greedent.png
Durant,https://cdn.bulbagarden.net/upload/1/1a/632Durant.png
Duskull,https://img.pokemondb.net/artwork/large/duskull.jpg
Heatmor,https://cdn.bulbagarden.net/upload/b/b0/631Heatmor.png
Hippopotas,https://cdn.bulbagarden.net/upload/thumb/a/ab/449Hippopotas.png/250px-449Hippopotas.png
Silicobra,https://cdn.bulbagarden.net/upload/b/b5/843Silicobra.png
Skorupi,https://cdn.bulbagarden.net/upload/4/47/451Skorupi.png
Torkoal,https://cdn.bulbagarden.net/upload/3/3b/324Torkoal.png
Galvantula,https://cdn.bulbagarden.net/upload/thumb/7/7a/596Galvantula.png/1200px-596Galvantula.png
Inkay,https://cdn.bulbagarden.net/upload/thumb/7/70/686Inkay.png/1200px-686Inkay.png
Liepard,https://cdn.bulbagarden.net/upload/thumb/0/09/510Liepard.png/1200px-510Liepard.png
Morpeko,https://cdn.bulbagarden.net/upload/thumb/d/df/877Morpeko-Full.png/1200px-877Morpeko-Full.png
Perrserker,https://cdn.bulbagarden.net/upload/e/e0/863Perrserker.png
Thievul,https://cdn.bulbagarden.net/upload/e/e7/828Thievul.png
Corviknight,https://img.pokemondb.net/artwork/large/corviknight.jpg
Karrablast,https://cdn.bulbagarden.net/upload/thumb/6/60/588Karrablast.png/1200px-588Karrablast.png
Meowstic M,https://img.pokemondb.net/artwork/large/meowstic-male.jpg
Meowstic F,https://img.pokemondb.net/artwork/large/meowstic-female.jpg
Seismitoad,https://img.pokemondb.net/artwork/large/seismitoad.jpg
Shelmet,https://img.pokemondb.net/artwork/large/shelmet.jpg
Toxel,https://cdn.bulbagarden.net/upload/d/d5/848Toxel.png
Boldore,https://cdn.bulbagarden.net/upload/thumb/c/ce/525Boldore.png/1200px-525Boldore.png
Gurdurr,https://cdn.bulbagarden.net/upload/thumb/a/ad/533Gurdurr.png/250px-533Gurdurr.png
Lunatone,https://cdn.bulbagarden.net/upload/e/eb/337Lunatone.png
Pawniard,https://cdn.bulbagarden.net/upload/9/9c/624Pawniard.png
Rufflet,https://cdn.bulbagarden.net/upload/thumb/b/bb/627Rufflet.png/250px-627Rufflet.png
Solrock,https://cdn.bulbagarden.net/upload/9/90/338Solrock.png
Togedemaru,https://img.pokemondb.net/artwork/large/togedemaru.jpg
Vullaby,https://cdn.bulbagarden.net/upload/f/f2/629Vullaby.png
Bronzong,https://cdn.bulbagarden.net/upload/a/aa/437Bronzong.png
Drapion,https://assets.pokemon.com/assets/cms2/img/pokedex/full/452.png
Falinks,https://cdn.bulbagarden.net/upload/b/bb/870Falinks.png
Haunter,https://cdn.bulbagarden.net/upload/6/62/093Haunter.png
Hippowdon,https://cdn.bulbagarden.net/upload/thumb/5/5f/450Hippowdon.png/1200px-450Hippowdon.png
Rhyhorn,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png
Sandaconda,https://cdn.bulbagarden.net/upload/thumb/1/11/844Sandaconda.png/1200px-844Sandaconda.png
Gastrodon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/423.png
Jellicent,https://assets.pokemon.com/assets/cms2/img/pokedex/full/593_f2.png
Mareanie,https://cdn.bulbagarden.net/upload/d/d3/747Mareanie.png
Pelipper,https://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png
Pyukumuku,https://cdn.bulbagarden.net/upload/thumb/4/4f/771Pyukumuku.png/1200px-771Pyukumuku.png
Octillery,https://assets.pokemon.com/assets/cms2/img/pokedex/full/224.png
Wishiwashi,https://cdn.bulbagarden.net/upload/thumb/1/18/746Wishiwashi-Solo.png/1200px-746Wishiwashi-Solo.png
Mantyke,https://cdn.bulbagarden.net/upload/thumb/b/bc/458Mantyke.png/1200px-458Mantyke.png
Qwilfish,https://cdn.bulbagarden.net/upload/thumb/2/21/211Qwilfish.png/1200px-211Qwilfish.png
Cramorant,https://cdn.bulbagarden.net/upload/thumb/f/f3/845Cramorant.png/1200px-845Cramorant.png
Kingler,https://cdn.bulbagarden.net/upload/7/71/099Kingler.png
Pincurchin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/871.png
Cubchoo,https://cdn.bulbagarden.net/upload/thumb/7/72/613Cubchoo.png/1200px-613Cubchoo.png
Duraludon,https://cdn.bulbagarden.net/upload/thumb/3/38/884Duraludon.png/1200px-884Duraludon.png
Mr. Mime,https://www.serebii.net/pokemon/art/122-g.png
Sneasel,https://cdn.bulbagarden.net/upload/thumb/7/71/215Sneasel.png/1200px-215Sneasel.png
Abomasnow,https://cdn.bulbagarden.net/upload/3/3b/460Abomasnow.png
Beartic,https://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png
Darumaka,https://img.pokemondb.net/artwork/large/darumaka-galarian.jpg
Eiscue,https://cdn.bulbagarden.net/upload/thumb/9/9b/875Eiscue-Ice.png/1200px-875Eiscue-Ice.png
Snom,https://cdn.bulbagarden.net/upload/thumb/f/f9/872Snom.png/250px-872Snom.png
Stonjourner,https://www.serebii.net/pokemon/art/874.png
Vanillish,https://cdn.bulbagarden.net/upload/2/2f/583Vanillish.png
Gyarados,https://cdn.bulbagarden.net/upload/thumb/4/41/130Gyarados.png/250px-130Gyarados.png
Bewear,https://cdn.bulbagarden.net/upload/thumb/a/a4/760Bewear.png/1200px-760Bewear.png
Claydol,https://cdn.bulbagarden.net/upload/0/07/344Claydol.png
Drifblim,https://cdn.bulbagarden.net/upload/7/71/426Drifblim.png
Diggersby,https://cdn.bulbagarden.net/upload/thumb/3/34/660Diggersby.png/250px-660Diggersby.png
Munna,https://cdn.bulbagarden.net/upload/thumb/6/61/517Munna.png/1200px-517Munna.png
Unfezant,https://cdn.bulbagarden.net/upload/d/d0/521Unfezant.png
Crustle,https://img.pokemondb.net/artwork/large/crustle.jpg
Mudsdale,https://cdn.bulbagarden.net/upload/thumb/f/f7/750Mudsdale.png/1200px-750Mudsdale.png
Steenee,https://img.pokemondb.net/artwork/large/steenee.jpg
Gloom,https://img.pokemondb.net/artwork/large/gloom.jpg
Machoke,https://cdn.bulbagarden.net/upload/8/8e/067Machoke.png
Roselia,https://cdn.bulbagarden.net/upload/thumb/f/f1/315Roselia.png/250px-315Roselia.png
Crawdaunt,https://cdn.bulbagarden.net/upload/f/f4/342Crawdaunt.png
Charjabug,https://cdn.bulbagarden.net/upload/thumb/e/ec/737Charjabug.png/1200px-737Charjabug.png
Manectric,https://cdn.bulbagarden.net/upload/b/bb/310Manectric.png
Lanturn,https://cdn.bulbagarden.net/upload/thumb/9/9b/171Lanturn.png/1200px-171Lanturn.png
Elgyem,https://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png
Noibat,https://static.pokemonpets.com/images/monsters-images-800-800/714-Noibat.png
Woobat,https://cdn.bulbagarden.net/upload/thumb/3/36/527Woobat.png/1200px-527Woobat.png
Litwick,https://cdn.bulbagarden.net/upload/thumb/8/8e/607Litwick.png/1200px-607Litwick.png
Palpitoad,https://cdn.bulbagarden.net/upload/thumb/c/c9/536Palpitoad.png/1200px-536Palpitoad.png
Togepi,https://assets.pokemon.com/assets/cms2/img/pokedex/full/175.png
Cufant,https://cdn.bulbagarden.net/upload/5/56/878Cufant.png
Carkol,https://cdn.bulbagarden.net/upload/e/e1/838Carkol.png
Tranquill,https://cdn.bulbagarden.net/upload/thumb/a/a3/520Tranquill.png/1200px-520Tranquill.png
Shellos,https://cdn.bulbagarden.net/upload/thumb/7/72/422Shellos.png/1200px-422Shellos.png
Barraskewda,https://cdn.bulbagarden.net/upload/d/d9/847Barraskewda.png
Duosion,https://cdn.bulbagarden.net/upload/thumb/8/83/578Duosion.png/1200px-578Duosion.png
Gothorita,https://assets.pokemon.com/assets/cms2/img/pokedex/full/575.png
Sableye,https://img.pokemondb.net/artwork/large/sableye.jpg
Braviary,https://cdn.bulbagarden.net/upload/thumb/c/cf/628Braviary.png/1200px-628Braviary.png
Mandibuzz,https://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png
Togekiss,https://cdn.bulbagarden.net/upload/8/87/468Togekiss.png
Eldegoss,https://cdn.bulbagarden.net/upload/thumb/3/34/830Eldegoss.png/1200px-830Eldegoss.png
Gardevoir,https://cdn.bulbagarden.net/upload/thumb/9/99/282Gardevoir.png/1200px-282Gardevoir.png
Hattrem,https://cdn.bulbagarden.net/upload/thumb/1/19/857Hattrem.png/250px-857Hattrem.png
Drilbur,https://cdn.bulbagarden.net/upload/thumb/c/cf/529Drilbur.png/1200px-529Drilbur.png
Growlithe,https://cdn.bulbagarden.net/upload/thumb/3/3d/058Growlithe.png/1200px-058Growlithe.png
Coalossal,https://cdn.bulbagarden.net/upload/0/0c/839Coalossal.png
Stunfisk,https://gamepress.gg/pokemongo/sites/pokemongo/files/2020-04/618_f2.png
Croagunk,https://cdn.bulbagarden.net/upload/f/fa/453Croagunk.png
Koffing,https://cdn.bulbagarden.net/upload/1/17/109Koffing.png
Scraggy,https://cdn.bulbagarden.net/upload/thumb/d/dc/559Scraggy.png/1200px-559Scraggy.png
Dubwool,https://cdn.bulbagarden.net/upload/9/9a/832Dubwool.png
Hitmonchan,https://cdn.bulbagarden.net/upload/a/a3/107Hitmonchan.png
Hitmonlee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png
Barbaracle,https://cdn.bulbagarden.net/upload/4/48/689Barbaracle.png
Shuckle,https://cdn.bulbagarden.net/upload/thumb/c/c7/213Shuckle.png/1200px-213Shuckle.png
Sudowoodo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/185.png
Piloswine,https://img.pokemondb.net/artwork/large/piloswine.jpg
Mawile,https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png
Ferrothorn,https://cdn.bulbagarden.net/upload/6/6c/598Ferrothorn.png
Boltund,https://cdn.bulbagarden.net/upload/e/e4/836Boltund.png
Butterfree,https://img.pokemondb.net/artwork/large/butterfree.jpg
Pidove,https://img.pokemondb.net/artwork/large/pidove.jpg
Frillish,https://cdn.bulbagarden.net/upload/thumb/8/88/592Frillish.png/1200px-592Frillish.png
Wingull,https://cdn.bulbagarden.net/upload/thumb/3/39/278Wingull.png/250px-278Wingull.png
Onix,https://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png
Dwebble,https://img.pokemondb.net/artwork/large/dwebble.jpg
Chinchou,https://img.pokemondb.net/artwork/large/chinchou.jpg
Diglett,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050.png
Roggenrola,https://img.pokemondb.net/artwork/large/roggenrola.jpg
Timburr,https://img.pokemondb.net/artwork/large/timburr.jpg
Binacle,https://img.pokemondb.net/artwork/large/binacle.jpg
Wimpod,https://www.serebii.net/pokemon/art/767.png
Barboach,https://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png
Corphish,https://img.pokemondb.net/artwork/large/corphish.jpg
Krabby,https://img.pokemondb.net/artwork/large/krabby.jpg
Clefairy,https://assets.pokemon.com/assets/cms2/img/pokedex/full/035.png
Gothita,https://assets.pokemon.com/assets/cms2/img/pokedex/full/574.png
Linoone,https://www.serebii.net/pokemon/art/264-g.png
Noctowl,https://img.pokemondb.net/artwork/large/noctowl.jpg
Solosis,https://img.pokemondb.net/artwork/large/solosis.jpg
Rhydon,https://img.pokemondb.net/artwork/large/rhydon.jpg
Quagsire,https://img.pokemondb.net/artwork/large/quagsire.jpg
Riolu,https://img.pokemondb.net/artwork/large/riolu.jpg
Morelull,https://www.serebii.net/pokemon/art/755.png
Natu,https://img.pokemondb.net/artwork/large/natu.jpg
Impidimp,https://img.pokemondb.net/artwork/large/impidimp.jpg
Mimikyu,https://assets.pokemon.com/assets/cms2/img/pokedex/full/778.png
Excadrill,https://img.pokemondb.net/artwork/large/excadrill.jpg
Corsola,https://www.serebii.net/pokemon/art/222-g.png
Sawk,https://img.pokemondb.net/artwork/large/sawk.jpg
Throh,https://img.pokemondb.net/artwork/large/throh.jpg
Cloyster,https://img.pokemondb.net/artwork/large/cloyster.jpg
Gastly,https://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png
Bronzor,https://img.pokemondb.net/artwork/large/bronzor.jpg
Xatu,https://img.pokemondb.net/artwork/large/xatu.jpg
Wooper,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png
Swinub,https://img.pokemondb.net/artwork/large/swinub.jpg
Indeedee M,https://assets.pokemon.com/assets/cms2/img/pokedex/full/876.png
Indeedee F,https://img.pokemondb.net/artwork/large/indeedee-female.jpg
Morgrem,https://img.pokemondb.net/artwork/large/morgrem.jpg
Oranguru,https://img.pokemondb.net/artwork/large/oranguru.jpg
Passimian,https://www.serebii.net/pokemon/art/766.png
Phantump,https://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png
Ponyta,https://oyster.ignimgs.com/mediawiki/apis.ign.com/pokemon-switch/a/a7/GalarianPonyta.jpg
Shiinotic,https://img.pokemondb.net/artwork/large/shiinotic.jpg
Sinistea,https://assets.pokemon.com/assets/cms2/img/pokedex/full/854.png
Honedge,https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png
Hawlucha,https://img.pokemondb.net/artwork/large/hawlucha.jpg
Basculin,https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png
Ditto,https://assets.pokemon.com/assets/cms2/img/pokedex/full/132.png
Drakloak,https://img.pokemondb.net/artwork/large/drakloak.jpg
Golurk,https://img.pokemondb.net/artwork/large/golurk.jpg
Gothitelle,https://img.pokemondb.net/artwork/large/gothitelle.jpg
Hatterene,https://www.serebii.net/pokemon/art/858.png
Reuniclus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/579.png
Mantine,https://img.pokemondb.net/artwork/large/mantine.jpg
Dreepy,https://img.pokemondb.net/artwork/large/dreepy.jpg
Arcanine,https://assets.pokemon.com/assets/cms2/img/pokedex/full/059.png
Flygon,https://img.pokemondb.net/artwork/large/flygon.jpg
Lampent,https://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png
Ninetales,https://img.pokemondb.net/artwork/large/ninetales.jpg
Jangmo-o,https://img.pokemondb.net/artwork/large/jangmo-o.jpg
Larvitar,https://img.pokemondb.net/artwork/large/larvitar.jpg
Turtonator,https://assets.pokemon.com/assets/cms2/img/pokedex/full/776.png
Beheeyem,https://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png
Sigilyph,https://img.pokemondb.net/artwork/large/sigilyph.jpg
Obstagoon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/862.png
Orbeetle,https://img.pokemondb.net/artwork/large/orbeetle.jpg
Garbodor,https://img.pokemondb.net/artwork/large/garbodor.jpg
Hitmontop,https://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png
Weezing,https://www.serebii.net/pokemon/art/110-g.png
Pangoro,https://www.serebii.net/pokemon/art/675.png
Araquanid,https://www.serebii.net/pokemon/art/752.png
Golisopod,https://img.pokemondb.net/artwork/large/golisopod.jpg
Rotom,https://bulba-uploads-production.s3.amazonaws.com/uploads/rich/rich_file/rich_file_file_name/17/normal_479Rotom-Poke_CC_81dex.png
Deino,https://img.pokemondb.net/artwork/large/deino.jpg
Goomy,https://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png
Pupitar,https://img.pokemondb.net/artwork/large/pupitar.jpg
Zweilous,https://img.pokemondb.net/artwork/large/zweilous.jpg
Bergmite,https://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png
Glalie,https://img.pokemondb.net/artwork/large/glalie.jpg
Vanilluxe,https://img.pokemondb.net/artwork/large/vanilluxe.jpg
Bisharp,https://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png
Copperajah,https://assets.pokemon.com/assets/cms2/img/pokedex/full/879.png
Klinklang,https://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png
Doublade,https://img.pokemondb.net/artwork/large/doublade.jpg
Haxorus,https://img.pokemondb.net/artwork/large/haxorus.jpg
Noivern,https://img.pokemondb.net/artwork/large/noivern.jpg
Drampa,https://www.serebii.net/pokemon/art/780.png
Sliggoo,https://img.pokemondb.net/artwork/large/sliggoo.jpg
Metapod,https://assets.pokemon.com/assets/cms2/img/pokedex/full/011.png
Combee,https://img.pokemondb.net/artwork/large/combee.jpg
Salandit,https://www.serebii.net/pokemon/art/757.png
Ninjask,https://img.pokemondb.net/artwork/large/ninjask.jpg
Ribombee,https://img.pokemondb.net/artwork/large/ribombee.jpg
Cottonee,https://img.pokemondb.net/artwork/large/cottonee.jpg
Bonsly,https://static.pokemonpets.com/images/monsters-images-800-800/438-Bonsly.png
Remoraid,https://img.pokemondb.net/artwork/large/remoraid.jpg
Dusclops,https://cdn.bulbagarden.net/upload/1/12/356Dusclops.png
Shellder,https://cdn.bulbagarden.net/upload/thumb/4/40/090Shellder.png/500px-090Shellder.png
